map,Team,Pistol Won,Eco (won),Semi-eco (won),Semi-buy (won),Full buy(won),match_id,tournament_name
Abyss,EDG,1,3 (1),2 (0),6 (2),8 (3),542209,Valorant Champions 2025_csvs
All Maps,TL,0,4 (1),2 (0),2 (2),20 (12),542209,Valorant Champions 2025_csvs
All Maps,EDG,2,2 (2),1 (1),6 (1),19 (9),542209,Valorant Champions 2025_csvs
Abyss,XLG,0,4 (1),0 (0),4 (2),15 (7),542198,Valorant Champions 2025_csvs
Abyss,SEN,2,3 (2),0 (0),5 (3),15 (8),542198,Valorant Champions 2025_csvs
Lotus,XLG,0,4 (0),1 (0),3 (1),16 (12),542198,Valorant Champions 2025_csvs
Lotus,SEN,2,2 (2),1 (0),10 (4),11 (5),542198,Valorant Champions 2025_csvs
Bind,XLG,1,3 (1),1 (1),5 (3),12 (8),542198,Valorant Champions 2025_csvs
Bind,SEN,1,3 (1),2 (1),4 (1),12 (5),542198,Valorant Champions 2025_csvs
Corrode,XLG,1,11 (2),2 (1),12 (6),43 (27),542198,Valorant Champions 2025_csvs
Corrode,SEN,5,8 (5),3 (1),19 (8),38 (18),542198,Valorant Champions 2025_csvs
Sunset,BLG,2,2 (2),0 (0),9 (5),9 (6),542203,Valorant Champions 2025_csvs
Sunset,RRQ,0,4 (0),1 (0),1 (0),14 (7),542203,Valorant Champions 2025_csvs
Lotus,BLG,1,3 (1),1 (0),10 (3),7 (4),542203,Valorant Champions 2025_csvs
Lotus,RRQ,1,3 (1),2 (1),2 (1),14 (10),542203,Valorant Champions 2025_csvs
All Maps,BLG,1,3 (1),0 (0),10 (3),4 (0),542203,Valorant Champions 2025_csvs
All Maps,RRQ,1,3 (1),0 (0),2 (2),12 (10),542203,Valorant Champions 2025_csvs
Lotus,G2,1,3 (2),0 (0),4 (2),13 (9),542214,Valorant Champions 2025_csvs
Lotus,DRG,1,4 (1),1 (0),3 (0),12 (6),542214,Valorant Champions 2025_csvs
Abyss,G2,2,2 (2),1 (0),5 (2),12 (9),542214,Valorant Champions 2025_csvs
Abyss,DRG,0,4 (0),3 (0),3 (1),10 (6),542214,Valorant Champions 2025_csvs
All Maps,G2,3,5 (4),1 (0),9 (4),25 (18),542214,Valorant Champions 2025_csvs
All Maps,DRG,1,8 (1),4 (0),6 (1),22 (12),542214,Valorant Champions 2025_csvs
Corrode,DRX,1,3 (1),0 (0),6 (4),12 (8),542210,Valorant Champions 2025_csvs
Corrode,TL,1,3 (1),1 (0),7 (5),10 (2),542210,Valorant Champions 2025_csvs
Abyss,DRX,2,2 (2),2 (0),4 (2),12 (9),542210,Valorant Champions 2025_csvs
Abyss,TL,0,4 (0),0 (0),5 (1),11 (6),542210,Valorant Champions 2025_csvs
All Maps,DRX,3,5 (3),2 (0),10 (6),24 (17),542210,Valorant Champions 2025_csvs
All Maps,TL,1,7 (1),1 (0),12 (6),21 (8),542210,Valorant Champions 2025_csvs
Bind,GX,1,3 (1),3 (1),6 (3),14 (9),542199,Valorant Champions 2025_csvs
Bind,XLG,1,3 (1),0 (0),6 (5),17 (6),542199,Valorant Champions 2025_csvs
Ascent,GX,2,2 (2),1 (1),7 (3),13 (7),542199,Valorant Champions 2025_csvs
Ascent,XLG,0,4 (0),0 (0),6 (1),13 (9),542199,Valorant Champions 2025_csvs
All Maps,GX,3,5 (3),4 (2),13 (6),27 (16),542199,Valorant Champions 2025_csvs
All Maps,XLG,1,7 (1),0 (0),12 (6),30 (15),542199,Valorant Champions 2025_csvs
Lotus,T1,1,3 (1),0 (0),6 (2),13 (6),542215,Valorant Champions 2025_csvs
Lotus,G2,1,3 (1),0 (0),6 (4),13 (8),542215,Valorant Champions 2025_csvs
Corrode,T1,0,4 (0),4 (2),1 (0),12 (6),542215,Valorant Champions 2025_csvs
Corrode,G2,2,2 (2),0 (0),6 (3),13 (8),542215,Valorant Champions 2025_csvs
All Maps,T1,1,7 (1),4 (2),7 (2),25 (12),542215,Valorant Champions 2025_csvs
All Maps,G2,3,5 (3),0 (0),12 (7),26 (16),542215,Valorant Champions 2025_csvs
Corrode,MIBR,2,2 (2),0 (0),5 (4),11 (7),542204,Valorant Champions 2025_csvs
Corrode,RRQ,0,4 (0),1 (0),2 (1),11 (4),542204,Valorant Champions 2025_csvs
Abyss,MIBR,2,2 (2),0 (0),4 (4),12 (7),542204,Valorant Champions 2025_csvs
Abyss,RRQ,0,4 (0),1 (0),5 (2),8 (3),542204,Valorant Champions 2025_csvs
All Maps,MIBR,4,4 (4),0 (0),9 (8),23 (14),542204,Valorant Champions 2025_csvs
All Maps,RRQ,0,8 (0),2 (0),7 (3),19 (7),542204,Valorant Champions 2025_csvs
Lotus,PRX,0,4 (1),0 (0),4 (2),16 (10),542265,Valorant Champions 2025_csvs
Lotus,G2,2,2 (2),3 (1),4 (2),15 (6),542265,Valorant Champions 2025_csvs
Corrode,PRX,2,2 (2),1 (1),9 (6),16 (4),542265,Valorant Champions 2025_csvs
Corrode,G2,0,4 (1),1 (0),2 (2),21 (12),542265,Valorant Champions 2025_csvs
Ascent,PRX,2,2 (2),0 (0),9 (5),13 (6),542265,Valorant Champions 2025_csvs
Ascent,G2,0,4 (0),3 (0),0 (0),17 (11),542265,Valorant Champions 2025_csvs
Bind,PRX,4,8 (5),1 (1),22 (13),45 (20),542265,Valorant Champions 2025_csvs
Bind,G2,2,10 (3),7 (1),6 (4),53 (29),542265,Valorant Champions 2025_csvs
Haven,FNC,2,2 (2),2 (0),6 (2),14 (9),542264,Valorant Champions 2025_csvs
Haven,DRX,0,4 (1),3 (0),2 (0),15 (10),542264,Valorant Champions 2025_csvs
Ascent,FNC,2,2 (2),1 (0),8 (2),10 (4),542264,Valorant Champions 2025_csvs
Ascent,DRX,0,4 (0),1 (0),1 (1),15 (12),542264,Valorant Champions 2025_csvs
Abyss,FNC,1,3 (1),0 (0),2 (2),13 (10),542264,Valorant Champions 2025_csvs
Abyss,DRX,1,2 (1),2 (0),5 (1),9 (3),542264,Valorant Champions 2025_csvs
All Maps,FNC,5,7 (5),3 (0),16 (6),37 (23),542264,Valorant Champions 2025_csvs
All Maps,DRX,1,10 (2),6 (0),8 (2),39 (25),542264,Valorant Champions 2025_csvs
Corrode,TH,1,3 (1),2 (0),5 (5),16 (6),542266,Valorant Champions 2025_csvs
Corrode,MIBR,1,3 (1),1 (0),1 (1),21 (12),542266,Valorant Champions 2025_csvs
Sunset,TH,1,3 (1),1 (0),8 (4),7 (1),542266,Valorant Champions 2025_csvs
Sunset,MIBR,1,2 (1),1 (0),2 (2),14 (10),542266,Valorant Champions 2025_csvs
Haven,TH,2,6 (2),3 (0),13 (9),23 (7),542266,Valorant Champions 2025_csvs
Haven,MIBR,2,5 (2),2 (0),3 (3),35 (22),542266,Valorant Champions 2025_csvs
Haven,NRG,2,2 (2),0 (0),2 (2),10 (9),542267,Valorant Champions 2025_csvs
Haven,GX,0,3 (0),3 (0),2 (0),6 (1),542267,Valorant Champions 2025_csvs
Lotus,NRG,0,4 (1),0 (0),0 (0),15 (12),542267,Valorant Champions 2025_csvs
Lotus,GX,2,2 (2),3 (0),7 (2),7 (2),542267,Valorant Champions 2025_csvs
All Maps,NRG,2,6 (3),0 (0),2 (2),25 (21),542267,Valorant Champions 2025_csvs
All Maps,GX,2,5 (2),6 (0),9 (2),13 (3),542267,Valorant Champions 2025_csvs
Lotus,DRX,2,3 (2),2 (0),5 (2),10 (3),542273,Valorant Champions 2025_csvs
Lotus,G2,0,3 (0),0 (0),3 (2),14 (11),542273,Valorant Champions 2025_csvs
Abyss,DRX,1,3 (1),1 (0),3 (1),16 (11),542273,Valorant Champions 2025_csvs
Abyss,G2,1,4 (1),0 (0),7 (2),12 (7),542273,Valorant Champions 2025_csvs
All Maps,DRX,1,3 (1),0 (0),3 (1),14 (11),542273,Valorant Champions 2025_csvs
All Maps,G2,1,4 (1),1 (1),5 (1),10 (4),542273,Valorant Champions 2025_csvs
Ascent,TH,1,3 (2),0 (0),2 (2),12 (9),542274,Valorant Champions 2025_csvs
Ascent,GX,1,3 (1),3 (1),6 (1),5 (1),542274,Valorant Champions 2025_csvs
Lotus,TH,0,4 (1),0 (0),4 (0),8 (2),542274,Valorant Champions 2025_csvs
Lotus,GX,2,2 (2),1 (0),4 (3),9 (8),542274,Valorant Champions 2025_csvs
All Maps,TH,1,3 (1),4 (3),4 (3),11 (6),542274,Valorant Champions 2025_csvs
All Maps,GX,1,3 (1),0 (0),7 (5),12 (3),542274,Valorant Champions 2025_csvs
Bind,FNC,0,4 (0),1 (0),3 (2),15 (8),542268,Valorant Champions 2025_csvs
Bind,PRX,2,2 (2),1 (0),8 (5),12 (6),542268,Valorant Champions 2025_csvs
Haven,FNC,1,3 (2),0 (0),2 (2),12 (9),542268,Valorant Champions 2025_csvs
Haven,PRX,1,4 (1),1 (0),6 (1),6 (2),542268,Valorant Champions 2025_csvs
All Maps,FNC,2,2 (2),1 (0),9 (3),10 (8),542268,Valorant Champions 2025_csvs
All Maps,PRX,0,4 (1),0 (0),4 (0),14 (8),542268,Valorant Champions 2025_csvs
Abyss,MIBR,1,3 (1),0 (0),3 (2),24 (11),542269,Valorant Champions 2025_csvs
Abyss,NRG,1,4 (1),0 (0),4 (3),22 (12),542269,Valorant Champions 2025_csvs
Haven,MIBR,2,2 (2),0 (0),4 (2),11 (9),542269,Valorant Champions 2025_csvs
Haven,NRG,0,4 (0),2 (0),4 (1),7 (3),542269,Valorant Champions 2025_csvs
All Maps,MIBR,2,3 (2),1 (0),5 (2),21 (10),542269,Valorant Champions 2025_csvs
All Maps,NRG,0,5 (1),0 (0),2 (0),23 (15),542269,Valorant Champions 2025_csvs
Ascent,PRX,1,3 (1),1 (0),5 (4),15 (8),542277,Valorant Champions 2025_csvs
Ascent,TH,1,3 (1),3 (1),7 (5),11 (4),542277,Valorant Champions 2025_csvs
Bind,PRX,1,3 (1),2 (0),4 (2),13 (6),542277,Valorant Champions 2025_csvs
Bind,TH,1,3 (1),2 (2),6 (4),11 (6),542277,Valorant Champions 2025_csvs
ascent,PRX,1,3 (1),0 (0),4 (3),10 (9),542277,Valorant Champions 2025_csvs
ascent,TH,1,3 (1),1 (0),6 (1),7 (2),542277,Valorant Champions 2025_csvs
All Maps,PRX,3,9 (3),3 (0),13 (9),38 (23),542277,Valorant Champions 2025_csvs
All Maps,TH,3,9 (3),6 (3),19 (10),29 (12),542277,Valorant Champions 2025_csvs
Sunset,MIBR,1,3 (1),2 (0),6 (4),12 (8),542276,Valorant Champions 2025_csvs
Sunset,DRX,1,3 (1),1 (0),5 (2),14 (7),542276,Valorant Champions 2025_csvs
Ascent,MIBR,2,2 (2),3 (2),6 (3),17 (6),542276,Valorant Champions 2025_csvs
Ascent,DRX,0,5 (1),1 (1),1 (0),21 (13),542276,Valorant Champions 2025_csvs
All Maps,MIBR,0,3 (0),3 (0),3 (3),14 (7),542276,Valorant Champions 2025_csvs
All Maps,DRX,2,2 (2),1 (1),7 (4),13 (6),542276,Valorant Champions 2025_csvs
Ascent,FNC,1,3 (1),1 (1),8 (5),14 (5),542270,Valorant Champions 2025_csvs
Ascent,NRG,1,4 (1),0 (0),5 (4),17 (9),542270,Valorant Champions 2025_csvs
Abyss,FNC,1,3 (1),2 (0),5 (1),8 (3),542270,Valorant Champions 2025_csvs
Abyss,NRG,1,4 (2),0 (0),3 (1),11 (10),542270,Valorant Champions 2025_csvs
for,FNC,2,6 (2),3 (1),13 (6),22 (8),542270,Valorant Champions 2025_csvs
for,NRG,2,8 (3),0 (0),8 (5),28 (19),542270,Valorant Champions 2025_csvs
Ascent,DRX,1,3 (1),1 (0),4 (1),20 (13),542278,Valorant Champions 2025_csvs
Ascent,PRX,1,3 (1),2 (0),5 (2),18 (10),542278,Valorant Champions 2025_csvs
Lotus,DRX,2,2 (2),1 (0),6 (4),12 (7),542278,Valorant Champions 2025_csvs
Lotus,PRX,0,4 (0),1 (0),2 (0),14 (8),542278,Valorant Champions 2025_csvs
All Maps,DRX,3,5 (3),2 (0),10 (5),32 (20),542278,Valorant Champions 2025_csvs
All Maps,PRX,1,7 (1),3 (0),7 (2),32 (18),542278,Valorant Champions 2025_csvs
Sunset,FNC,1,3 (1),1 (0),10 (5),7 (2),542279,Valorant Champions 2025_csvs
Sunset,DRX,1,3 (1),0 (0),3 (2),15 (10),542279,Valorant Champions 2025_csvs
Corrode,FNC,1,3 (1),0 (0),2 (2),11 (10),542279,Valorant Champions 2025_csvs
Corrode,DRX,1,3 (1),3 (0),3 (1),7 (1),542279,Valorant Champions 2025_csvs
Haven,FNC,0,4 (1),0 (0),2 (1),18 (11),542279,Valorant Champions 2025_csvs
Haven,DRX,2,2 (2),1 (0),6 (3),15 (6),542279,Valorant Champions 2025_csvs
Bind,FNC,1,3 (1),0 (0),3 (3),11 (9),542279,Valorant Champions 2025_csvs
Bind,DRX,1,3 (1),2 (0),5 (2),7 (1),542279,Valorant Champions 2025_csvs
All Maps,FNC,3,13 (4),1 (0),17 (11),47 (32),542279,Valorant Champions 2025_csvs
All Maps,DRX,5,11 (5),6 (0),17 (8),44 (18),542279,Valorant Champions 2025_csvs
Corrode,NRG,1,3 (1),0 (0),1 (1),12 (11),542272,Valorant Champions 2025_csvs
Corrode,FNC,1,3 (1),1 (0),8 (2),4 (0),542272,Valorant Champions 2025_csvs
Lotus,NRG,1,3 (1),0 (0),3 (3),13 (9),542272,Valorant Champions 2025_csvs
Lotus,FNC,1,3 (1),2 (1),5 (3),9 (1),542272,Valorant Champions 2025_csvs
Abyss,NRG,1,4 (1),1 (0),4 (3),19 (9),542272,Valorant Champions 2025_csvs
Abyss,FNC,1,3 (1),0 (0),8 (3),17 (11),542272,Valorant Champions 2025_csvs
Ascent,NRG,1,4 (1),0 (0),4 (3),13 (4),542272,Valorant Champions 2025_csvs
Ascent,FNC,1,3 (1),2 (1),3 (1),13 (10),542272,Valorant Champions 2025_csvs
corrode,NRG,0,4 (0),0 (0),1 (1),13 (12),542272,Valorant Champions 2025_csvs
corrode,FNC,2,2 (2),3 (0),9 (3),4 (0),542272,Valorant Champions 2025_csvs
ascent,NRG,4,18 (4),1 (0),13 (11),70 (45),542272,Valorant Champions 2025_csvs
ascent,FNC,6,14 (6),8 (2),33 (12),47 (22),542272,Valorant Champions 2025_csvs
Split,EDG,1,3 (1),2 (0),5 (2),24 (15),448598,Valorant Masters Bangkok 2025_csvs
Split,TL,1,3 (1),2 (1),4 (2),25 (12),448598,Valorant Masters Bangkok 2025_csvs
Pearl,EDG,1,3 (1),1 (1),2 (2),13 (9),448598,Valorant Masters Bangkok 2025_csvs
Pearl,TL,1,2 (1),2 (0),6 (1),9 (4),448598,Valorant Masters Bangkok 2025_csvs
All Maps,EDG,2,6 (2),3 (1),7 (4),37 (24),448598,Valorant Masters Bangkok 2025_csvs
All Maps,TL,2,5 (2),4 (1),10 (3),34 (16),448598,Valorant Masters Bangkok 2025_csvs
Lotus,DRX,2,2 (2),0 (0),5 (4),9 (7),448600,Valorant Masters Bangkok 2025_csvs
Lotus,SEN,0,4 (0),1 (0),6 (1),5 (2),448600,Valorant Masters Bangkok 2025_csvs
Haven,DRX,1,3 (1),1 (0),5 (4),14 (8),448600,Valorant Masters Bangkok 2025_csvs
Haven,SEN,1,3 (1),2 (0),5 (3),13 (6),448600,Valorant Masters Bangkok 2025_csvs
All Maps,DRX,3,5 (3),1 (0),10 (8),23 (15),448600,Valorant Masters Bangkok 2025_csvs
All Maps,SEN,1,7 (1),3 (0),11 (4),18 (8),448600,Valorant Masters Bangkok 2025_csvs
Fracture,VIT,1,3 (1),0 (0),4 (2),16 (10),448599,Valorant Masters Bangkok 2025_csvs
Fracture,T1,1,4 (1),1 (0),6 (3),12 (6),448599,Valorant Masters Bangkok 2025_csvs
Bind,VIT,1,3 (1),1 (1),5 (3),13 (8),448599,Valorant Masters Bangkok 2025_csvs
Bind,T1,1,3 (1),4 (1),3 (1),12 (6),448599,Valorant Masters Bangkok 2025_csvs
All Maps,VIT,2,6 (2),1 (1),9 (5),29 (18),448599,Valorant Masters Bangkok 2025_csvs
All Maps,T1,2,7 (2),5 (1),9 (4),24 (12),448599,Valorant Masters Bangkok 2025_csvs
Lotus,G2,1,3 (1),0 (0),4 (3),14 (9),448597,Valorant Masters Bangkok 2025_csvs
Lotus,TE,1,3 (1),1 (0),8 (5),9 (2),448597,Valorant Masters Bangkok 2025_csvs
Abyss,G2,2,2 (2),1 (0),4 (3),9 (8),448597,Valorant Masters Bangkok 2025_csvs
Abyss,TE,0,4 (0),0 (0),4 (0),8 (3),448597,Valorant Masters Bangkok 2025_csvs
All Maps,G2,3,5 (3),1 (0),8 (6),23 (17),448597,Valorant Masters Bangkok 2025_csvs
All Maps,TE,1,7 (1),1 (0),12 (5),17 (5),448597,Valorant Masters Bangkok 2025_csvs
Bind,DRX,1,3 (1),2 (1),5 (2),11 (4),449000,Valorant Masters Bangkok 2025_csvs
Bind,VIT,1,3 (1),0 (0),5 (4),13 (8),449000,Valorant Masters Bangkok 2025_csvs
Abyss,DRX,1,5 (1),1 (1),3 (1),15 (10),449000,Valorant Masters Bangkok 2025_csvs
Abyss,VIT,1,2 (1),2 (1),8 (5),12 (4),449000,Valorant Masters Bangkok 2025_csvs
All Maps,DRX,1,3 (1),1 (1),5 (2),15 (7),449000,Valorant Masters Bangkok 2025_csvs
All Maps,VIT,1,3 (1),2 (2),3 (1),16 (9),449000,Valorant Masters Bangkok 2025_csvs
Pearl,EDG,2,2 (2),1 (0),8 (4),23 (10),449001,Valorant Masters Bangkok 2025_csvs
Pearl,G2,0,5 (0),2 (2),3 (2),24 (14),449001,Valorant Masters Bangkok 2025_csvs
Bind,EDG,2,2 (2),2 (0),5 (2),12 (9),449001,Valorant Masters Bangkok 2025_csvs
Bind,G2,0,3 (0),1 (0),6 (3),11 (5),449001,Valorant Masters Bangkok 2025_csvs
All Maps,EDG,2,3 (2),0 (0),4 (3),10 (8),449001,Valorant Masters Bangkok 2025_csvs
All Maps,G2,0,3 (0),2 (0),5 (2),7 (2),449001,Valorant Masters Bangkok 2025_csvs
Lotus,T1,1,3 (2),0 (0),3 (3),10 (8),449002,Valorant Masters Bangkok 2025_csvs
Lotus,TE,1,4 (1),1 (0),5 (0),6 (2),449002,Valorant Masters Bangkok 2025_csvs
Haven,T1,2,2 (2),1 (1),4 (2),14 (8),449002,Valorant Masters Bangkok 2025_csvs
Haven,TE,0,4 (1),3 (0),1 (1),13 (6),449002,Valorant Masters Bangkok 2025_csvs
All Maps,T1,3,5 (4),1 (1),7 (5),24 (16),449002,Valorant Masters Bangkok 2025_csvs
All Maps,TE,1,8 (2),4 (0),6 (1),19 (8),449002,Valorant Masters Bangkok 2025_csvs
Lotus,TL,1,3 (1),0 (0),8 (2),9 (4),449003,Valorant Masters Bangkok 2025_csvs
Lotus,SEN,1,3 (1),1 (0),8 (5),8 (7),449003,Valorant Masters Bangkok 2025_csvs
Abyss,TL,2,2 (2),1 (0),6 (3),21 (11),449003,Valorant Masters Bangkok 2025_csvs
Abyss,SEN,0,4 (0),0 (0),4 (3),22 (11),449003,Valorant Masters Bangkok 2025_csvs
All Maps,TL,2,2 (2),0 (0),4 (4),8 (7),449003,Valorant Masters Bangkok 2025_csvs
All Maps,SEN,0,3 (0),1 (0),6 (1),4 (0),449003,Valorant Masters Bangkok 2025_csvs
Fracture,T1,1,3 (1),2 (0),2 (1),17 (11),449004,Valorant Masters Bangkok 2025_csvs
Fracture,DRX,1,3 (1),2 (0),6 (5),13 (5),449004,Valorant Masters Bangkok 2025_csvs
Pearl,T1,2,2 (2),1 (0),5 (4),9 (7),449004,Valorant Masters Bangkok 2025_csvs
Pearl,DRX,0,4 (0),0 (0),4 (1),9 (3),449004,Valorant Masters Bangkok 2025_csvs
All Maps,T1,3,5 (3),3 (0),7 (5),26 (18),449004,Valorant Masters Bangkok 2025_csvs
All Maps,DRX,1,7 (1),2 (0),10 (6),22 (8),449004,Valorant Masters Bangkok 2025_csvs
Haven,G2,1,3 (1),1 (1),4 (4),10 (7),449005,Valorant Masters Bangkok 2025_csvs
Haven,TL,1,3 (1),0 (0),8 (2),7 (2),449005,Valorant Masters Bangkok 2025_csvs
Lotus,G2,1,3 (1),1 (1),2 (1),14 (10),449005,Valorant Masters Bangkok 2025_csvs
Lotus,TL,1,3 (1),3 (0),8 (4),6 (2),449005,Valorant Masters Bangkok 2025_csvs
All Maps,G2,2,6 (2),2 (2),6 (5),24 (17),449005,Valorant Masters Bangkok 2025_csvs
All Maps,TL,2,6 (2),3 (0),16 (6),13 (4),449005,Valorant Masters Bangkok 2025_csvs
Split,EDG,2,2 (2),1 (0),5 (3),12 (8),449008,Valorant Masters Bangkok 2025_csvs
Split,T1,0,3 (0),1 (0),7 (3),9 (4),449008,Valorant Masters Bangkok 2025_csvs
Bind,EDG,0,4 (0),1 (1),3 (1),11 (4),449008,Valorant Masters Bangkok 2025_csvs
Bind,T1,2,2 (2),2 (2),6 (4),9 (5),449008,Valorant Masters Bangkok 2025_csvs
All Maps,EDG,0,4 (0),2 (0),3 (3),15 (10),449008,Valorant Masters Bangkok 2025_csvs
All Maps,T1,2,2 (2),3 (2),8 (3),11 (4),449008,Valorant Masters Bangkok 2025_csvs
Bind,VIT,2,2 (2),1 (0),6 (4),19 (7),449009,Valorant Masters Bangkok 2025_csvs
Bind,G2,0,3 (0),2 (0),5 (2),18 (13),449009,Valorant Masters Bangkok 2025_csvs
Lotus,VIT,0,4 (0),1 (1),4 (1),13 (7),449009,Valorant Masters Bangkok 2025_csvs
Lotus,G2,2,2 (2),0 (0),6 (4),14 (7),449009,Valorant Masters Bangkok 2025_csvs
All Maps,VIT,2,6 (2),2 (1),10 (5),32 (14),449009,Valorant Masters Bangkok 2025_csvs
All Maps,G2,2,5 (2),2 (0),11 (6),32 (20),449009,Valorant Masters Bangkok 2025_csvs
Lotus,EDG,1,3 (1),1 (0),5 (2),12 (5),449010,Valorant Masters Bangkok 2025_csvs
Lotus,G2,1,3 (1),1 (0),3 (2),14 (10),449010,Valorant Masters Bangkok 2025_csvs
Split,EDG,1,3 (1),2 (0),6 (3),9 (3),449010,Valorant Masters Bangkok 2025_csvs
Split,G2,1,3 (1),0 (0),4 (2),13 (10),449010,Valorant Masters Bangkok 2025_csvs
All Maps,EDG,2,6 (2),3 (0),11 (5),21 (8),449010,Valorant Masters Bangkok 2025_csvs
All Maps,G2,2,6 (2),1 (0),7 (4),27 (20),449010,Valorant Masters Bangkok 2025_csvs
Lotus,T1,1,3 (2),1 (0),4 (1),18 (9),449012,Valorant Masters Bangkok 2025_csvs
Lotus,VIT,1,3 (1),2 (0),6 (2),15 (11),449012,Valorant Masters Bangkok 2025_csvs
Haven,T1,2,2 (2),0 (0),5 (5),10 (6),449012,Valorant Masters Bangkok 2025_csvs
Haven,VIT,0,3 (0),1 (0),7 (2),6 (2),449012,Valorant Masters Bangkok 2025_csvs
All Maps,T1,1,3 (2),1 (0),1 (0),13 (11),449012,Valorant Masters Bangkok 2025_csvs
All Maps,VIT,1,3 (2),3 (0),4 (1),8 (2),449012,Valorant Masters Bangkok 2025_csvs
Bind,EDG,1,3 (1),4 (1),4 (0),6 (2),449013,Valorant Masters Bangkok 2025_csvs
Bind,T1,1,3 (2),0 (0),3 (3),11 (8),449013,Valorant Masters Bangkok 2025_csvs
Haven,EDG,1,3 (2),2 (0),5 (1),13 (7),449013,Valorant Masters Bangkok 2025_csvs
Haven,T1,1,3 (2),3 (0),2 (0),15 (11),449013,Valorant Masters Bangkok 2025_csvs
Fracture,EDG,2,2 (2),1 (1),9 (4),14 (7),449013,Valorant Masters Bangkok 2025_csvs
Fracture,T1,0,4 (0),1 (1),2 (0),19 (11),449013,Valorant Masters Bangkok 2025_csvs
Split,EDG,0,4 (0),1 (1),6 (2),7 (2),449013,Valorant Masters Bangkok 2025_csvs
Split,T1,2,2 (2),1 (0),3 (2),12 (9),449013,Valorant Masters Bangkok 2025_csvs
All Maps,EDG,4,12 (5),8 (3),24 (7),40 (18),449013,Valorant Masters Bangkok 2025_csvs
All Maps,T1,4,12 (6),5 (1),10 (5),57 (39),449013,Valorant Masters Bangkok 2025_csvs
Lotus,G2,1,2 (1),0 (0),6 (6),10 (6),449011,Valorant Masters Bangkok 2025_csvs
Lotus,T1,1,4 (1),0 (0),7 (2),7 (2),449011,Valorant Masters Bangkok 2025_csvs
Haven,G2,1,4 (1),1 (0),7 (3),10 (5),449011,Valorant Masters Bangkok 2025_csvs
Haven,T1,1,3 (1),2 (1),3 (1),14 (10),449011,Valorant Masters Bangkok 2025_csvs
Abyss,G2,1,3 (1),2 (0),7 (6),12 (6),449011,Valorant Masters Bangkok 2025_csvs
Abyss,T1,1,3 (1),1 (0),5 (2),15 (8),449011,Valorant Masters Bangkok 2025_csvs
Split,G2,0,4 (0),2 (0),2 (1),20 (12),449011,Valorant Masters Bangkok 2025_csvs
Split,T1,2,2 (2),1 (0),7 (4),18 (9),449011,Valorant Masters Bangkok 2025_csvs
bans,G2,1,3 (1),0 (0),6 (4),21 (9),449011,Valorant Masters Bangkok 2025_csvs
bans,T1,1,3 (1),2 (1),6 (4),19 (10),449011,Valorant Masters Bangkok 2025_csvs
All Maps,G2,4,16 (4),5 (0),28 (20),73 (38),449011,Valorant Masters Bangkok 2025_csvs
All Maps,T1,6,15 (6),6 (2),28 (13),73 (39),449011,Valorant Masters Bangkok 2025_csvs
Pearl,TH,0,3 (0),3 (0),3 (0),5 (1),490309,Valorant Masters Toronto 2025_csvs
Pearl,PRX,2,2 (2),0 (0),3 (3),9 (8),490309,Valorant Masters Toronto 2025_csvs
Icebox,TH,0,4 (0),3 (0),1 (0),14 (9),490309,Valorant Masters Toronto 2025_csvs
Icebox,PRX,2,2 (2),0 (0),7 (3),13 (8),490309,Valorant Masters Toronto 2025_csvs
All Maps,TH,0,7 (0),6 (0),4 (0),19 (10),490309,Valorant Masters Toronto 2025_csvs
All Maps,PRX,4,4 (4),0 (0),10 (6),22 (16),490309,Valorant Masters Toronto 2025_csvs
Icebox,BLG,2,2 (2),1 (0),8 (3),12 (8),490307,Valorant Masters Toronto 2025_csvs
Icebox,TL,0,4 (0),1 (0),1 (1),17 (9),490307,Valorant Masters Toronto 2025_csvs
Haven,BLG,0,4 (0),0 (0),3 (2),23 (12),490307,Valorant Masters Toronto 2025_csvs
Haven,TL,2,2 (2),2 (0),7 (4),19 (10),490307,Valorant Masters Toronto 2025_csvs
All Maps,BLG,1,3 (1),0 (0),6 (3),14 (9),490307,Valorant Masters Toronto 2025_csvs
All Maps,TL,1,3 (1),2 (2),5 (1),13 (6),490307,Valorant Masters Toronto 2025_csvs
Split,SEN,1,3 (1),0 (0),5 (3),16 (9),490308,Valorant Masters Toronto 2025_csvs
Split,WOL,1,3 (1),1 (0),8 (7),12 (3),490308,Valorant Masters Toronto 2025_csvs
Lotus,SEN,1,3 (1),1 (0),5 (4),12 (8),490308,Valorant Masters Toronto 2025_csvs
Lotus,WOL,1,3 (2),1 (0),5 (2),12 (4),490308,Valorant Masters Toronto 2025_csvs
Pearl,SEN,2,6 (2),1 (0),10 (7),28 (17),490308,Valorant Masters Toronto 2025_csvs
Pearl,WOL,2,6 (3),2 (0),13 (9),24 (7),490308,Valorant Masters Toronto 2025_csvs
Sunset,GEN,2,2 (2),1 (0),3 (2),12 (9),490306,Valorant Masters Toronto 2025_csvs
Sunset,MIBR,0,3 (0),1 (0),7 (2),7 (3),490306,Valorant Masters Toronto 2025_csvs
Haven,GEN,2,2 (2),0 (0),3 (2),9 (9),490306,Valorant Masters Toronto 2025_csvs
Haven,MIBR,0,3 (0),2 (0),6 (0),3 (1),490306,Valorant Masters Toronto 2025_csvs
